smart move|positive
really regret|negative
not ready|negative
n't ready|negative
really awesome|positive
working properly|positive
very true|positive
little credibility|negative
freaking beautiful|positive
fucking beautiful|positive
most employable|positive
ca'nt stand|negative
can not stand|negative
being date-raped|negative
pure evil|negative
jacking up|negative
is jacking|negative
TICKED OFF|negative
shit better|negative
randomly dropped|negative
big FU|negative
being raped|negative
not impressed|negative
not stand|negative
less satisfying|negative
cheap ass|negative
strong dislike|negative
n't thrilled|negative
not thrilled|negative
jack up|negative
is nuts|negative
are nuts|negative
big issue|negative
issue with|negative
incredibly tired|negative
damn tired|negative
charge penalties|negative
extra glad|positive
is bull|negative
ticked about|negative
deal breaker|negative
exclusive shit|negative
biggest joke|negative
object to|negative
strongly object|negative
shit head|negative
shit heads|negative
excited until|negative
is unbeatable|positive
pretty consistent|positive
watch out|negative
let down|negative
so pissed|negative
big tease|negative
I cried|negative
Absolute joke|negative
too great|positive
a cocksucker|negative
really improved|positive
fell victim|negative
sick of|negative
always work|positive
Stop hating|positive
save money|positive
get nervous|negative
verbally berate|negative
to ditch|negative
ain't pretty|negative
charge more|negative
beware of|negative
be warned|negative
freaked out|negative
sweet talk|negative
Im screwed|negative
I'm screwed|negative
blood boil|negative
done right|positive
less hated|positive
huge mistake|negative
big mistake|negative
most promising|positive
sin city|neutral
tiny bit|neutral
jacked up|negative
very fast|positive
very slow|negative
